SPECIES_NAME,METRIC_NAME,VALUE
Brazilian codling,Unreported Catch (Tonnes),1110.079409747
Brazilian codling,bottom trawl Catch (Tonnes),2290.136926044
Brazilian codling,gillnets Catch (Tonnes),1860.957562322
Brazilian codling,longline Catch (Tonnes),104.091687689
Brazilian codling,small scale Catch (Tonnes),2159.893234492
Brazilian codling,unknown Catch (Tonnes),1030
Brazilian menhaden,Artisanal Catch (Tonnes),1016.130651892
Brazilian menhaden,Discards Catch (Tonnes),3.272838778
Brazilian menhaden,Landings Catch (Tonnes),1046.805633774
Brazilian menhaden,Recreational Catch (Tonnes),6.37486459
Brazilian menhaden,Reported Catch (Tonnes),29
Brazilian menhaden,Subsistence Catch (Tonnes),27.57295607
Brazilian menhaden,Unreported Catch (Tonnes),1021.078472552
Brazilian menhaden,small scale Catch (Tonnes),1035.578472552
Brazilian menhaden,unknown Catch (Tonnes),14.5
Brazilian sardinella,Artisanal Catch (Tonnes),3552.736731532
Brazilian sardinella,FishSource Score: Fishers Compliance,6
Brazilian sardinella,FishSource Score: Management Quality,5
Brazilian sardinella,FishSource Score: Managers Compliance,6
Brazilian sardinella,Industrial Catch (Tonnes),45107.826675879
Brazilian sardinella,Landings Catch (Tonnes),48660.563407411
Brazilian sardinella,Reported Catch (Tonnes),46400.250000994
Brazilian sardinella,Unreported Catch (Tonnes),2260.313406417
Brazilian sardinella,purse seine Catch (Tonnes),45107.527760754
Brazilian sardinella,small scale Catch (Tonnes),3553.035646657
Broad-barred king mackerel,Artisanal Catch (Tonnes),507.164448007
Broad-barred king mackerel,Industrial Catch (Tonnes),857.316995337
Broad-barred king mackerel,Landings Catch (Tonnes),1391.184285084
Broad-barred king mackerel,Recreational Catch (Tonnes),26.70284174
Broad-barred king mackerel,Reported Catch (Tonnes),1365.184776064
Broad-barred king mackerel,Unreported Catch (Tonnes),25.99950902
Broad-barred king mackerel,longline Catch (Tonnes),7.43225
Broad-barred king mackerel,purse seine Catch (Tonnes),843.253544644
Broad-barred king mackerel,small scale Catch (Tonnes),530.081604202
Broad-barred king mackerel,unknown Catch (Tonnes),10.416886238
Broad-striped anchovy,Artisanal Catch (Tonnes),22.133178863
Broad-striped anchovy,Discards Catch (Tonnes),106.15371075
Broad-striped anchovy,Industrial Catch (Tonnes),106.15371075
Broad-striped anchovy,Landings Catch (Tonnes),28.511936084
Broad-striped anchovy,Reported Catch (Tonnes),17.459525006
Broad-striped anchovy,Subsistence Catch (Tonnes),6.378757221
Broad-striped anchovy,Unreported Catch (Tonnes),117.206121828
Broad-striped anchovy,bottom trawl Catch (Tonnes),106.15371075
Broad-striped anchovy,small scale Catch (Tonnes),28.511936084
Broadtail shortfin squid,Artisanal Catch (Tonnes),1230.377431537
Broadtail shortfin squid,Discards Catch (Tonnes),399.00556332
Broadtail shortfin squid,Industrial Catch (Tonnes),2357.311077074
Broadtail shortfin squid,Landings Catch (Tonnes),3193.086532413
Broadtail shortfin squid,Reported Catch (Tonnes),2894.658094009
Broadtail shortfin squid,Subsistence Catch (Tonnes),4.403587122
Broadtail shortfin squid,Unreported Catch (Tonnes),697.434001724
Broadtail shortfin squid,bottom trawl Catch (Tonnes),2072.981222867
Broadtail shortfin squid,gillnets Catch (Tonnes),113.124541922
Broadtail shortfin squid,longline Catch (Tonnes),0.000792327
Broadtail shortfin squid,other Catch (Tonnes),178.075923376
Broadtail shortfin squid,pelagic trawl Catch (Tonnes),0.8211117839
Broadtail shortfin squid,purse seine Catch (Tonnes),30.777861591
Broadtail shortfin squid,small scale Catch (Tonnes),1048.890135306
Broadtail shortfin squid,unknown Catch (Tonnes),147.420506561
Bronzestripe grunt,Discards Catch (Tonnes),74.13537557
Bronzestripe grunt,Industrial Catch (Tonnes),74.13537557
Bronzestripe grunt,Unreported Catch (Tonnes),74.13537557
Bronzestripe grunt,bottom trawl Catch (Tonnes),74.13537557
Broomtail grouper,Artisanal Catch (Tonnes),846.228460431
Broomtail grouper,Discards Catch (Tonnes),20.695184021
Broomtail grouper,Industrial Catch (Tonnes),24.68880936
Broomtail grouper,Landings Catch (Tonnes),852.979213618
Broomtail grouper,Reported Catch (Tonnes),483.713207157
Broomtail grouper,Subsistence Catch (Tonnes),2.757127848
Broomtail grouper,Unreported Catch (Tonnes),389.961190482
Broomtail grouper,bottom trawl Catch (Tonnes),15.461954476
Broomtail grouper,longline Catch (Tonnes),0.0003141746
Broomtail grouper,small scale Catch (Tonnes),848.985588279
Broomtail grouper,unknown Catch (Tonnes),9.226540709
Brown comber,Artisanal Catch (Tonnes),0.237642014
Brown comber,Discards Catch (Tonnes),5.040634845
Brown comber,Industrial Catch (Tonnes),4.802992831
Brown comber,Unreported Catch (Tonnes),5.040634845
Brown comber,bottom trawl Catch (Tonnes),4.802992831
Brown comber,small scale Catch (Tonnes),0.06581606
Brown comber,unknown Catch (Tonnes),0.171825954
Brown king crab,Industrial Catch (Tonnes),1627.680926926
Brown king crab,Landings Catch (Tonnes),1627.680926926
Brown king crab,Reported Catch (Tonnes),1627.680926926
Brown king crab,other Catch (Tonnes),1627.680926926
Brown-marbled grouper,Artisanal Catch (Tonnes),132.501015081
Brown-marbled grouper,Industrial Catch (Tonnes),10.714616822
Brown-marbled grouper,Landings Catch (Tonnes),199.446256077
Brown-marbled grouper,Recreational Catch (Tonnes),0.096658751
Brown-marbled grouper,Reported Catch (Tonnes),114.32056329
Brown-marbled grouper,Subsistence Catch (Tonnes),56.133965423
Brown-marbled grouper,Unreported Catch (Tonnes),85.125692787
Brown-marbled grouper,gillnets Catch (Tonnes),0.102173504
Brown-marbled grouper,longline Catch (Tonnes),0.557
Brown-marbled grouper,other Catch (Tonnes),2.928973781
Brown-marbled grouper,small scale Catch (Tonnes),183.379693261
Brown-marbled grouper,unknown Catch (Tonnes),12.478415531
Brownspotted grouper,Artisanal Catch (Tonnes),175.991498605
Brownspotted grouper,Industrial Catch (Tonnes),0.392000545
Brownspotted grouper,Landings Catch (Tonnes),531.110830068
Brownspotted grouper,Recreational Catch (Tonnes),334.15125205
Brownspotted grouper,Reported Catch (Tonnes),175.848679978
Brownspotted grouper,Subsistence Catch (Tonnes),20.576078868
Brownspotted grouper,Unreported Catch (Tonnes),355.26215009
Brownspotted grouper,bottom trawl Catch (Tonnes),0.392000545
Brownspotted grouper,small scale Catch (Tonnes),530.718829523
Brushtooth lizardfish,Artisanal Catch (Tonnes),4.600778333
Brushtooth lizardfish,Discards Catch (Tonnes),4.600778333
Brushtooth lizardfish,Industrial Catch (Tonnes),0.1717923114
Brushtooth lizardfish,Landings Catch (Tonnes),0.1717923114
Brushtooth lizardfish,Reported Catch (Tonnes),0.1717923114
Brushtooth lizardfish,Unreported Catch (Tonnes),4.600778333
Brushtooth lizardfish,small scale Catch (Tonnes),4.600778333
Brushtooth lizardfish,unknown Catch (Tonnes),0.1717923114
Buccaneer anchovy,Artisanal Catch (Tonnes),1666.167695168
Buccaneer anchovy,Discards Catch (Tonnes),19.38883895
Buccaneer anchovy,Industrial Catch (Tonnes),1419.3332925
Buccaneer anchovy,Landings Catch (Tonnes),3066.112148718
Buccaneer anchovy,Reported Catch (Tonnes),3066.112148718
Buccaneer anchovy,Unreported Catch (Tonnes),19.38883895
Buccaneer anchovy,bottom trawl Catch (Tonnes),946.222195
Buccaneer anchovy,other Catch (Tonnes),19.38883895
Buccaneer anchovy,purse seine Catch (Tonnes),473.1110975
Buccaneer anchovy,small scale Catch (Tonnes),1646.778856218
Bullet tuna,Artisanal Catch (Tonnes),9326.498625086
Bullet tuna,Discards Catch (Tonnes),921.072986943
Bullet tuna,FishSource Score: Fishers Compliance,5
Bullet tuna,FishSource Score: Management Quality,5
Bullet tuna,FishSource Score: Managers Compliance,5
Bullet tuna,Industrial Catch (Tonnes),12721.922575491
Bullet tuna,Landings Catch (Tonnes),21514.724559016
Bullet tuna,Recreational Catch (Tonnes),289.444215178
Bullet tuna,Reported Catch (Tonnes),17401.744695885
Bullet tuna,Subsistence Catch (Tonnes),97.932130205
Bullet tuna,Unreported Catch (Tonnes),5034.052850075
Bullet tuna,bottom trawl Catch (Tonnes),2607.195007464
Bullet tuna,gillnets Catch (Tonnes),340.269500007
Bullet tuna,longline Catch (Tonnes),519.520276289
Bullet tuna,other Catch (Tonnes),833.191809908
Bullet tuna,purse seine Catch (Tonnes),4685.644651456
Bullet tuna,small scale Catch (Tonnes),9699.692013507
Bullet tuna,unknown Catch (Tonnes),3750.284287329
Burbot,Artisanal Catch (Tonnes),37.568542397
Burbot,Discards Catch (Tonnes),7.486941497
Burbot,Industrial Catch (Tonnes),1017.85638468
Burbot,Landings Catch (Tonnes),1263.893103719
Burbot,Recreational Catch (Tonnes),215.955118139
Burbot,Reported Catch (Tonnes),1116.540552801
Burbot,Unreported Catch (Tonnes),154.839492416
Burbot,bottom trawl Catch (Tonnes),15.288744324
Burbot,gillnets Catch (Tonnes),74.134979569
Burbot,longline Catch (Tonnes),0.3700678469
Burbot,other Catch (Tonnes),31.004401349
Burbot,small scale Catch (Tonnes),254.704436308
Burbot,unknown Catch (Tonnes),895.87741582
Cabinza grunt,Artisanal Catch (Tonnes),2560.741567738
Cabinza grunt,Discards Catch (Tonnes),2
Cabinza grunt,Industrial Catch (Tonnes),4
Cabinza grunt,Landings Catch (Tonnes),2656.741567738
Cabinza grunt,Recreational Catch (Tonnes),3
Cabinza grunt,Reported Catch (Tonnes),1985.741567738
Cabinza grunt,Subsistence Catch (Tonnes),91
Cabinza grunt,Unreported Catch (Tonnes),673
Cabinza grunt,purse seine Catch (Tonnes),4
Cabinza grunt,small scale Catch (Tonnes),2654.741567738
Californian anchovy,Industrial Catch (Tonnes),35450.460260264
Californian anchovy,Landings Catch (Tonnes),35450.475525916
Californian anchovy,Recreational Catch (Tonnes),0.015265652
Californian anchovy,Reported Catch (Tonnes),35450.460260264
Californian anchovy,Unreported Catch (Tonnes),0.015265652
Californian anchovy,other Catch (Tonnes),19995.460260264
Californian anchovy,purse seine Catch (Tonnes),7727.5
Californian anchovy,small scale Catch (Tonnes),0.015265652
Californian anchovy,unknown Catch (Tonnes),7727.5
Camouflage grouper,Artisanal Catch (Tonnes),298.229476528
Camouflage grouper,Industrial Catch (Tonnes),10.065013614
Camouflage grouper,Landings Catch (Tonnes),377.721207242
Camouflage grouper,Reported Catch (Tonnes),231.167962402
Camouflage grouper,Subsistence Catch (Tonnes),69.4267171
Camouflage grouper,Unreported Catch (Tonnes),146.55324484
Camouflage grouper,gillnets Catch (Tonnes),0.664699124
Camouflage grouper,longline Catch (Tonnes),10.065013614
Camouflage grouper,other Catch (Tonnes),19.05470824
Camouflage grouper,small scale Catch (Tonnes),347.936786264
Canary rockfish,Artisanal Catch (Tonnes),15.690305516
Canary rockfish,Discards Catch (Tonnes),9.624786087
Canary rockfish,Industrial Catch (Tonnes),493.286791436
Canary rockfish,Landings Catch (Tonnes),523.051777119
Canary rockfish,Recreational Catch (Tonnes),23.699466254
Canary rockfish,Reported Catch (Tonnes),507.543357409
Canary rockfish,Unreported Catch (Tonnes),25.133205797
Canary rockfish,bottom trawl Catch (Tonnes),481.099186209
Canary rockfish,longline Catch (Tonnes),0.557102262
Canary rockfish,pelagic trawl Catch (Tonnes),9.186785137
Canary rockfish,small scale Catch (Tonnes),39.38977177
Canary rockfish,unknown Catch (Tonnes),2.443717828
Cape gurnard,Industrial Catch (Tonnes),587.395678845
Cape gurnard,Landings Catch (Tonnes),587.395678845
Cape gurnard,Reported Catch (Tonnes),582
Cape gurnard,Unreported Catch (Tonnes),5.395678845
Cape gurnard,unknown Catch (Tonnes),587.395678845
Cape horse mackerel,Artisanal Catch (Tonnes),6578.169074074
Cape horse mackerel,Industrial Catch (Tonnes),362996.327509514
Cape horse mackerel,Landings Catch (Tonnes),370300.914014688
Cape horse mackerel,Reported Catch (Tonnes),345612.848318988
Cape horse mackerel,Subsistence Catch (Tonnes),726.4174311
Cape horse mackerel,Unreported Catch (Tonnes),24688.0656957
Cape horse mackerel,pelagic trawl Catch (Tonnes),354664.0656957
Cape horse mackerel,purse seine Catch (Tonnes),8332.261813814
Cape horse mackerel,small scale Catch (Tonnes),7304.586505174
Capelin,Artisanal Catch (Tonnes),5233.26141047
Capelin,Discards Catch (Tonnes),20510.762743146
Capelin,FishSource Score: Current Stock Health,7.333333333
Capelin,FishSource Score: Fishers Compliance,10
Capelin,FishSource Score: Future Stock Health,5.333333333
Capelin,FishSource Score: Management Quality,7.333333333
Capelin,FishSource Score: Managers Compliance,10
Capelin,Industrial Catch (Tonnes),519609.422201714
Capelin,Landings Catch (Tonnes),504859.550670143
Capelin,Reported Catch (Tonnes),496866.691367334
Capelin,Subsistence Catch (Tonnes),527.629801104
Capelin,Unreported Catch (Tonnes),28503.622045955
Capelin,bottom trawl Catch (Tonnes),10875.345062409
Capelin,other Catch (Tonnes),5052.67179099
Capelin,pelagic trawl Catch (Tonnes),111441.741564606
Capelin,purse seine Catch (Tonnes),391876.906038224
Capelin,small scale Catch (Tonnes),708.219420584
Capelin,unknown Catch (Tonnes),5415.429536475
Capro dory,Artisanal Catch (Tonnes),1.322510157
Capro dory,Industrial Catch (Tonnes),2.686733428
Capro dory,Landings Catch (Tonnes),4.009243585
Capro dory,Reported Catch (Tonnes),3.612275453
Capro dory,Unreported Catch (Tonnes),0.3969681322
Capro dory,bottom trawl Catch (Tonnes),0.07683345382
Capro dory,small scale Catch (Tonnes),1.322510157
Capro dory,unknown Catch (Tonnes),2.609899974
Carangids nei,Artisanal Catch (Tonnes),279321.656443774
Carangids nei,Discards Catch (Tonnes),27944.977736238
Carangids nei,Industrial Catch (Tonnes),862353.889439075
Carangids nei,Landings Catch (Tonnes),1197273.85895029
Carangids nei,Recreational Catch (Tonnes),9384.781387784
Carangids nei,Reported Catch (Tonnes),778938.615364088
Carangids nei,Subsistence Catch (Tonnes),74158.509415892
Carangids nei,Unreported Catch (Tonnes),446280.221322437
Carangids nei,bottom trawl Catch (Tonnes),202631.454414261
Carangids nei,gillnets Catch (Tonnes),5170.288363693
Carangids nei,longline Catch (Tonnes),476.885396358
Carangids nei,other Catch (Tonnes),3963.344299418
Carangids nei,pelagic trawl Catch (Tonnes),57117.649939635
Carangids nei,purse seine Catch (Tonnes),563526.260645731
Carangids nei,small scale Catch (Tonnes),359207.429556123
Carangids nei,unknown Catch (Tonnes),33125.524071306
Cardinal snapper,Artisanal Catch (Tonnes),13.053538978
Cardinal snapper,Discards Catch (Tonnes),1.260135213
Cardinal snapper,Landings Catch (Tonnes),22.331053449
Cardinal snapper,Reported Catch (Tonnes),4.768303564
Cardinal snapper,Subsistence Catch (Tonnes),10.537649684
Cardinal snapper,Unreported Catch (Tonnes),18.822885098
Cardinal snapper,small scale Catch (Tonnes),23.591188662
Cayenne pompano,Artisanal Catch (Tonnes),65.66537855
Cayenne pompano,Industrial Catch (Tonnes),0.041777391
Cayenne pompano,Landings Catch (Tonnes),71.958823258
Cayenne pompano,Reported Catch (Tonnes),44.691815961
Cayenne pompano,Subsistence Catch (Tonnes),6.251667317
Cayenne pompano,Unreported Catch (Tonnes),27.267007297
Cayenne pompano,bottom trawl Catch (Tonnes),0.041777391
Cayenne pompano,small scale Catch (Tonnes),71.917045867
Cero,Artisanal Catch (Tonnes),544.491851895
Cero,Discards Catch (Tonnes),0.111594428
Cero,Industrial Catch (Tonnes),0.1244826506
Cero,Landings Catch (Tonnes),737.681743618
Cero,Recreational Catch (Tonnes),173.3643517
Cero,Reported Catch (Tonnes),383.2739789
Cero,Subsistence Catch (Tonnes),19.8126518
Cero,Unreported Catch (Tonnes),354.519359146
Cero,longline Catch (Tonnes),6.298439317
Cero,other Catch (Tonnes),0.079051354
Cero,small scale Catch (Tonnes),558.051495674
Cero,unknown Catch (Tonnes),173.3643517
Chacunda gizzard shad,Artisanal Catch (Tonnes),8569.997671219
Chacunda gizzard shad,Industrial Catch (Tonnes),3607.08338024
Chacunda gizzard shad,Landings Catch (Tonnes),15856.198811749
Chacunda gizzard shad,Reported Catch (Tonnes),3931.378030538
Chacunda gizzard shad,Subsistence Catch (Tonnes),3679.11776029
Chacunda gizzard shad,Unreported Catch (Tonnes),11924.820781211
Chacunda gizzard shad,bottom trawl Catch (Tonnes),729.161575422
Chacunda gizzard shad,pelagic trawl Catch (Tonnes),2249.80472706
Chacunda gizzard shad,purse seine Catch (Tonnes),627.867077758
Chacunda gizzard shad,small scale Catch (Tonnes),12249.115431509
Chacunda gizzard shad,unknown Catch (Tonnes),0.25
Chere-chere grunt,Artisanal Catch (Tonnes),654.218436064
Chere-chere grunt,Discards Catch (Tonnes),143.17200772
Chere-chere grunt,Industrial Catch (Tonnes),143.17200772
Chere-chere grunt,Landings Catch (Tonnes),693.905885444
Chere-chere grunt,Reported Catch (Tonnes),257.34394227
Chere-chere grunt,Subsistence Catch (Tonnes),39.68744938
Chere-chere grunt,Unreported Catch (Tonnes),579.733950894
Chere-chere grunt,bottom trawl Catch (Tonnes),143.17200772
Chere-chere grunt,small scale Catch (Tonnes),693.905885444
Chilean jack mackerel,Artisanal Catch (Tonnes),85322.494453191
Chilean jack mackerel,Discards Catch (Tonnes),109
Chilean jack mackerel,FishSource Score: Current Stock Health,10
Chilean jack mackerel,FishSource Score: Managers Compliance,10
Chilean jack mackerel,Industrial Catch (Tonnes),339566.903494014
Chilean jack mackerel,Landings Catch (Tonnes),424782.397947205
Chilean jack mackerel,Reported Catch (Tonnes),405782.264301059
Chilean jack mackerel,Subsistence Catch (Tonnes),2
Chilean jack mackerel,Unreported Catch (Tonnes),19109.133646146
Chilean jack mackerel,other Catch (Tonnes),0.085
Chilean jack mackerel,pelagic trawl Catch (Tonnes),1443.273128128
Chilean jack mackerel,purse seine Catch (Tonnes),73707.671361362
Chilean jack mackerel,small scale Catch (Tonnes),80298.997657395
Chilean jack mackerel,unknown Catch (Tonnes),269441.37080032
Chilean silverside,Artisanal Catch (Tonnes),7226.421626626
Chilean silverside,FishSource Score: Fishers Compliance,6
Chilean silverside,FishSource Score: Management Quality,6
Chilean silverside,FishSource Score: Managers Compliance,6
Chilean silverside,Landings Catch (Tonnes),7361.421626626
